225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0
225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0
225.0,225.5,225.0,225.0,225.0,225.0,225.0,225.0,225.0
225.0,225.5,225.0,225.0,225.0,225.0,225.0,225.0,225.0
225.0,225.5,225.0,225.0,225.0,225.0,225.0,225.0,225.0
225.0,225.5,225.0,225.0,225.0,225.0,225.0,225.0,225.0
225.0,225.5,225.0,225.0,225.0,225.0,225.0,225.0,225.0
225.0,225.5,225.0,225.0,225.0,225.0,225.0,225.0,225.0
225.0,225.5,225.0,225.0,225.0,225.0,225.0,226.1,225.0
225.0,225.5,225.0,225.0,225.0,225.0,225.0,226.1,225.0
225.0,225.5,225.0,225.0,225.0,225.0,225.0,226.1,225.0
225.0,226.4,225.0,225.0,225.0,225.0,225.0,226.1,225.0
225.0,226.4,225.0,225.0,225.0,225.0,225.0,226.1,225.0
225.0,226.4,225.0,225.9,225.0,225.0,225.0,226.1,225.0
225.0,226.4,225.0,225.9,225.0,225.0,225.0,226.1,225.0
225.0,226.4,225.0,225.9,225.0,225.4,225.0,226.1,225.0
225.0,226.4,225.0,225.9,225.0,225.4,225.0,226.1,225.0
225.0,226.4,225.0,225.9,225.0,225.4,225.0,226.7,225.0
225.0,226.4,225.0,225.9,225.0,225.4,225.0,226.7,225.0
225.0,226.4,225.0,225.9,225.0,225.4,225.0,226.7,225.0
225.0,227.6,225.0,225.9,225.0,225.4,225.0,226.7,225.0
225.0,227.6,225.0,225.9,225.0,225.4,225.0,226.7,225.0
225.0,227.6,225.0,227.0,225.0,225.4,225.0,226.7,225.0
225.0,227.6,225.0,227.0,225.0,225.4,225.0,226.7,225.0
225.0,227.6,225.0,227.0,225.0,225.6,225.0,226.7,225.0
225.0,227.6,225.0,227.0,225.0,225.6,225.6,226.7,225.0
225.0,227.6,225.0,227.0,225.0,225.6,225.6,226.2,225.0
225.0,227.6,225.0,227.0,225.0,225.6,225.6,226.2,225.4
226.0,227.6,225.0,227.0,225.0,225.6,225.6,226.2,225.4
226.0,228.6,225.0,227.0,225.0,225.6,225.6,226.2,225.4
226.0,228.6,225.0,227.0,225.0,225.6,225.6,226.2,225.4
226.0,228.6,225.0,226.6,225.0,225.6,225.6,226.2,225.4
226.0,228.6,225.0,226.6,226.1,225.6,225.6,226.2,225.4
226.0,228.6,225.0,226.6,226.1,226.5,225.6,226.2,225.4
226.0,228.6,225.0,226.6,226.1,226.5,226.7,226.2,225.4
226.0,228.6,225.0,226.6,226.1,226.5,226.7,226.1,225.4
226.0,228.6,225.0,226.6,226.1,226.5,226.7,226.1,225.4
225.2,228.6,225.0,226.6,226.1,226.5,226.7,226.1,225.4
225.2,227.9,225.0,226.6,226.1,226.5,226.7,226.1,225.4
225.2,227.9,226.0,226.6,226.1,226.5,226.7,226.1,225.4
225.2,227.9,226.0,227.9,226.1,226.5,226.7,226.1,225.4
225.2,227.9,226.0,227.9,225.3,226.5,226.7,226.1,225.4
225.2,227.9,226.0,227.9,225.3,227.0,226.7,226.1,225.4
225.2,227.9,226.0,227.9,225.3,227.0,227.6,226.1,225.4
225.2,227.9,226.0,227.9,225.3,227.0,227.6,225.6,225.4
225.2,227.9,226.0,227.9,225.3,227.0,227.6,225.6,225.5
225.3,227.9,226.0,227.9,225.3,227.0,227.6,225.6,225.5
225.3,228.4,226.0,227.9,225.3,227.0,227.6,225.6,225.5
225.3,228.4,226.2,227.9,225.3,227.0,227.6,225.6,225.5
225.3,228.4,226.2,228.0,225.3,227.0,227.6,225.6,225.5
225.3,228.4,226.2,228.0,225.3,227.0,227.6,225.6,225.5
225.3,228.4,226.2,228.0,225.3,226.3,227.6,225.6,225.5
225.3,228.4,226.2,228.0,225.3,226.3,229.1,225.6,225.5
225.3,228.4,226.2,228.0,225.3,226.3,229.1,225.8,225.5
225.3,228.4,226.2,228.0,225.3,226.3,229.1,225.8,225.0
225.1,228.4,226.2,228.0,225.3,226.3,229.1,225.8,225.0
225.1,228.8,226.2,228.0,225.3,226.3,229.1,225.8,225.0
225.1,228.8,226.7,228.0,225.3,226.3,229.1,225.8,225.0
225.1,228.8,226.7,227.3,225.3,226.3,229.1,225.8,225.0
225.1,228.8,226.7,227.3,225.9,226.3,229.1,225.8,225.0
225.1,228.8,226.7,227.3,225.9,227.0,229.1,225.8,225.0
225.1,228.8,226.7,227.3,225.9,227.0,229.1,225.8,225.0
225.1,228.8,226.7,227.3,225.9,227.0,229.1,226.5,225.0
225.1,228.8,226.7,227.3,225.9,227.0,229.1,226.5,225.0
