0,15
1,16
2,17
3,18
4,19
5,2
6,21
7,22
8,23
9,24
10,25
11,26
12,27
13,28
14,29
15,3
16,31
17,32
18,33
19,34
20,35
21,36
22,37
23,38
24,39
25,4
26,15
27,16
28,17
29,18
30,19
31,2
32,21
33,22
34,23
35,24
36,25
37,26
38,27
39,28
40,29
41,3
42,31
43,32
44,33
45,34
46,35
47,36
48,37
49,38
50,39
51,4
52,15
53,16
54,17
55,18
56,19
57,2
58,21
59,22
60,23
61,24
62,25
63,26
64,27
65,28
66,29
67,3
68,31
69,32
70,33
71,34
72,35
73,36
74,37
75,38
76,39
77,4
78,15
79,16
80,17
81,18
82,19
83,2
84,21
85,22
86,23
87,24
88,25
89,26
90,27
91,28
92,29
93,3
94,31
95,32
96,33
97,34
98,35
99,36
100,37
101,38
102,39
103,4
104,15
105,16
106,17
107,18
108,19
109,2
110,21
111,22
112,23
113,24
114,25
115,26
116,27
117,28
118,29
119,3
120,31
121,32
122,33
123,34
124,35
125,36
126,37
127,38
128,39
129,4
130,15
131,16
132,17
133,18
134,19
135,2
136,21
137,22
138,23
139,24
140,25
141,26
142,27
143,28
144,29
145,3
146,31
147,32
148,33
149,34
150,35
151,36
152,37
153,38
154,39
155,4
156,15
157,16
158,17
159,18
160,19
161,2
162,21
163,22
164,23
165,24
166,25
167,26
168,27
169,28
170,29
171,3
172,31
173,32
174,33
175,34
176,35
177,36
178,37
179,38
180,39
181,4
182,15
183,16
184,17
185,18
186,19
187,2
188,21
189,22
190,23
191,24
192,25
193,26
194,27
195,28
196,29
197,3
198,31
199,32
200,33
201,34
202,35
203,36
204,37
205,38
206,39
207,4
208,15
209,16
210,17
211,18
212,19
213,2
214,21
215,22
216,23
217,24
218,25
219,26
220,27
221,28
222,29
223,3
224,31
225,32
226,33
227,34
228,35
229,36
230,37
231,38
232,39
233,4
234,15
235,16
236,17
237,18
238,19
239,2
240,21
241,22
242,23
243,24
244,25
245,26
246,27
247,28
248,29
249,3
250,31
251,32
252,33
253,34
254,35
255,36
256,37
257,38
258,39
259,4
260,15
261,16
262,17
263,18
264,19
265,2
266,21
267,22
268,23
269,24
270,25
271,26
272,27
273,28
274,29
275,3
276,31
277,32
278,33
279,34
280,35
281,36
282,37
283,38
284,39
285,4
286,15
287,16
288,17
289,18
290,19
291,2
292,21
293,22
294,23
295,24
296,25
297,26
298,27
299,28
300,29
301,3
302,31
303,32
304,33
305,34
306,35
307,36
308,37
309,38
310,39
311,4
312,15
313,16
314,17
315,18
316,19
317,2
318,21
319,22
320,23
321,24
322,25
323,26
324,27
325,28
326,29
327,3
328,31
329,32
330,33
331,34
332,35
333,36
334,37
335,38
336,39
337,4
338,15
339,16
340,17
341,18
342,19
343,2
344,21
345,22
